,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
49,4.799783404063751,4.58619913482122,4.699274298163388,4.43440129363788,5.048041170832057,4.952193829529311,3.87449416462186,4.7967798909941815,4.628792615274718,4.9604475869812585,4.098748240534772,3.791189197355317,4.993441007159791,4.44926126663431,3.546693529256561,4.265057965240237,3.0336186712368667,3.44630567856699,4.427554213262089,4.368340366208654,5.041884890715949,4.748508469679581,3.5697136791698316,4.922425336070254,3.9072627432839275,4.251174097832781,4.212780133663185,4.2654187490374165,3.022631908180323,3.8256546271829404,3.529508505435896,4.99300263407065,4.98470312032078,4.995171007752977
50,4.388377255738832,4.748506751107474,5.247441549316308,4.019597426103386,5.080953773120958,4.455372247341307,3.101539512251008,4.651878908667589,4.9824613316370545,4.985594052841108,3.949878063529686,4.076556814725038,4.979428237200827,4.422206720206923,4.2862911473780825,3.74761759630157,2.7038424415925726,4.031468402959323,4.321092051656316,3.788113697604835,5.30598421687456,3.0400515516157154,3.091048672989308,4.394720132390009,4.976344851140398,4.909463778854994,4.975016101693067,4.698912144535377,3.4407593687375893,4.136421770314607,2.0795268898358827,2.647978675232026,3.635792339701472,4.3448061096033594
51,4.326878706484642,3.870588176148238,4.2070104367237064,3.527209652848474,4.304883785200066,4.268291645746588,2.6514048207914276,4.182422034326387,4.0203759489712825,3.9646124834444807,3.420955669608024,3.7213239271057827,4.965953189103006,4.007063707621896,3.317044461252728,4.130250056828218,2.2187271338369947,3.3034468375023036,4.119746092348571,3.3682515836927527,4.119934123643093,3.991969601744251,3.4534953757818663,3.929734239737581,3.9793241862151567,3.983255255625929,3.0319255238693352,3.9876193166368474,3.637838543214626,3.421534265583302,3.133721355887908,3.3730817944181637,3.6859159259753005,4.706946877498962
52,3.94248311504597,4.128340762841814,3.9089445527577857,2.8547079785973053,4.818147792368152,3.917838983620255,3.4239977509204986,3.820659553549492,3.996985385531479,4.949205238071394,2.8311678282087085,3.5897144767974813,3.014900085411175,3.3671399717931116,4.096383300357274,2.9513869927167202,2.4383612964853305,3.357440618727799,2.610968864518501,4.538229063487683,5.032124443529661,3.9410288721045252,2.533656874178651,4.4581658598785525,3.6296367511906777,3.4628269579574185,4.965497830866968,3.0357231779445057,2.8045478957271763,4.993626141909572,2.6284720075422587,3.9992539244144805,4.987276550711855,2.181857103711801
53,4.773181293254065,4.976288794012874,5.031658733395239,4.279200237263453,5.00531358324578,4.65726294167062,3.6825205227685776,4.832212587023156,4.937826796953081,4.989653031751604,4.389762072992661,4.13254263696398,4.999183312289364,4.365923774558461,3.777169711626334,4.6386069815716695,2.814889217816827,3.448175853864076,4.306328500155176,3.877254670127346,4.999001421095452,4.13628886344134,3.988619860000159,4.811894586309467,4.423322056550149,4.955700278746081,4.491127209305698,4.988978810107743,3.6307233910738748,4.027474872993346,2.0065795362911296,3.718327552651286,3.781993229966451,4.996156399338156
54,5.12721865195453,4.8117316705232565,4.970431721362488,3.74361029389167,5.027639279878914,4.87591273909816,3.4185186531964096,4.7723569389336,4.982154602698733,5.004842425752506,4.22690529723816,4.949836744365423,5.206414923379022,5.303236910834179,4.003439988423203,4.99748670025241,3.000691592971841,4.207893613893224,4.323700785611236,4.323454501272833,4.778813940887779,4.99321547557022,3.9941992447363477,5.032534590172373,4.80705296677435,4.830960677087292,4.44130446028663,4.97963318155973,4.573811328496683,4.149044801822978,3.426673290656569,3.705300115530052,4.673037609420596,4.677825746991922
55,3.263351516031761,3.480135831052216,2.9545846189711287,2.073163221695291,3.767643152088639,3.4644139327350496,2.7808000673403472,2.9876258399656477,3.0657504598301766,3.986453392646427,2.6387627537450062,3.3433095580940444,3.132226676887733,3.7244124456127303,3.001489938197379,2.8398924058447794,1.446363314003948,3.165593924045378,2.0298949289049237,4.980036548877909,4.98470216212004,3.986893055599623,2.5070298121431973,3.708699544610853,2.901496548363785,2.8430284922750295,3.589561891412664,2.5220154378449364,2.4803115822430484,3.9983101978104822,3.984491005977113,4.08168046590015,3.3292016305392056,2.7209969861718117
56,4.780710436890143,4.751070177960902,4.604431029766695,3.428322464783089,5.084279971368018,4.822652286479002,3.3163040179897747,4.536167739801089,4.930690878467259,5.113036158229575,3.6600735815549927,4.948795472374886,4.873041096624059,4.99045709919783,4.680497295164968,4.029014619225548,2.866220264982334,4.985581645515035,3.8322211501849517,4.878306820946927,5.003111568628043,4.785557582047448,3.120518678919418,4.9793619015628074,4.900241973137899,4.517908435869398,4.992964332001844,4.415869428480259,4.300304445319384,4.653407540339303,3.6709817739769375,3.496079370556075,4.6022685560232315,3.7134843441180636
57,2.5891152106252546,3.750618322857965,2.7079647281158703,1.9884491229120829,3.4136404021167115,3.078635586877543,2.55711860427682,2.7976529163536172,2.9515630192667044,3.6578387500318126,2.2743228400105426,2.6712677209616458,3.2378336698523706,2.0139689437408874,3.643869076149851,2.0445270926838344,1.0401250804646458,2.5180257604586687,2.3239252357772844,4.986990211365331,4.962060509184271,2.5470122517296723,2.997870492245367,3.0742200908649164,2.6565953583474333,3.016959178584586,3.538071580433297,2.254395129778307,2.0779055419960186,4.972631373506232,2.479871722630333,3.6229803855058367,1.0242827310299532,3.0648942865570414
58,3.8484290663133103,4.098974458828421,4.009726630589997,3.0289043201080785,3.792303582353932,4.229316231592481,2.6899190173135814,3.9517068463912173,3.8518890275771693,3.940328878568339,3.611789688540403,3.8741291029306524,4.824661859185482,4.967643354684738,3.1288005663509835,4.058251327266442,3.0073356528104425,3.3884613040996565,4.19976487109113,4.984253655812475,5.041658845955829,4.183083517450638,4.176603781984166,3.887474805764018,3.6872470219489295,3.8028719131531474,3.7112839053633597,3.8015630689780333,3.9893242695291944,3.32222729851717,4.3138609497165845,4.988230025263798,3.0189350461678135,4.992117270542426
59,4.625618010623003,4.586242825205479,4.197574680864391,3.036911447615008,4.774694203044724,4.7071695821587936,2.836348184775833,4.411417296143972,4.265817835771067,4.640779768989768,3.705058660109889,4.4572099684107345,4.938550229796693,4.989819177463021,3.831016836760867,4.9740090220815105,2.9034441676930616,3.8969920689773674,4.421354168368712,4.020563426878954,4.999204211681911,4.9483654181320444,4.135421401366363,4.42690140714927,4.518695150451924,4.287779845078263,3.891848823938781,3.906718725084813,4.4611994412771905,4.971222398780876,4.983039423557455,4.9894036524920855,4.936356335146795,5.000438674023111
60,3.7409606938732045,3.238711987593716,3.8118461819712355,2.925542635525409,4.098759654930077,3.740672137126255,2.8684590077999346,3.4060234138898293,3.4584024980210852,3.9719734175969705,3.41445209239138,3.2948859750575976,3.861681306800869,4.983323909029985,1.9060274059015674,3.833393671336331,2.2794268770213004,2.796215341095476,3.7256659723483225,3.4803472401598428,4.548544441364301,3.7363369760777245,2.5745321143972206,3.840044300164976,3.3378677536260546,3.2363906773035054,2.8715900519888917,3.3486512203955976,2.0282708120179365,2.690880833244947,4.978646100713238,4.002133686243838,4.972260719155035,4.981038022327161
61,2.8562966676693664,2.473360385670641,3.0403448029483657,1.8267785321014909,2.810566979057006,2.6260231612322906,1.26737235828696,2.4889265930308433,2.5227110627881104,2.752885958216921,2.8207166825592918,2.961005986726378,3.065738755696722,4.963038216755285,1.1940127213162457,3.0543569067141325,1.3171301415517582,2.9393960055225845,2.4193797167403837,2.402153887763703,3.9811143533118085,2.5669556942335174,1.5158888664475065,2.5314857941066777,3.383857546337627,2.7508494428331005,2.4078447671481107,2.8076341450949593,2.1651038161767624,1.0148052733780977,3.9812444327628276,2.0167693653639986,2.987370464481575,3.0029019778423915
62,4.4358698856866,3.8665107412148116,4.331336304744243,2.876454347794621,4.373963432947024,4.554141257017398,2.44101333618297,4.244556591341152,4.017734900012366,4.252221481357389,3.0797947561765358,4.309911892909795,4.757289847846499,4.989675719389075,3.812465632213502,4.195059689961461,3.5846417304697984,3.730914893798332,4.489814972354648,4.989475292358202,4.626932182043339,4.7913335954467104,4.160823432473149,4.074410178201099,4.0764900136981534,3.6011729988309096,3.802052928171424,3.5830964635298854,4.979130007421789,4.177204271378484,4.987878042512803,4.995507508252745,4.990452907252218,4.193162730918438
63,4.354011944905096,4.241007880573591,4.382011019191936,3.667582596885174,4.181438359200475,4.098113784303969,3.5329678040652848,4.389995631875304,4.0735054264864825,4.081624117305827,4.228893868244435,3.70897930011548,4.516116755304825,4.9652037383855,2.5677031278096045,4.971547725048563,2.5825112005427298,2.7026561360649852,3.699457616872949,2.971171146453466,5.129475754454462,4.464695977300827,4.023998376338725,4.653131980888003,4.006488447409071,4.198166789034447,3.953212069572212,4.369861402087136,3.685410052274558,2.002352321343114,2.0231147902464506,4.978944701417774,4.005818818097064,4.99984783225242
64,4.589765200355206,3.53227920381624,3.922050807155761,3.476620142728345,3.9063660343849165,3.866167499474459,3.217680388747928,4.148370010278741,3.609413523254766,3.5887293654864165,3.8112045889124473,3.564603971885025,4.012966512372328,4.7716018357415395,1.9701738674375486,4.9615825163888685,2.2552658882657406,2.5013099353903225,3.207699485430667,2.0125088590924363,3.9983597724363835,4.9651959940549215,3.3489876919498487,4.52968742530003,3.70556001814446,3.581428031254488,3.1144196084376503,3.975898581234203,3.5752790302524002,1.0279688005274314,2.006913665188631,4.45878487364535,4.987644262636414,4.002093959348138
65,2.3831592701279236,2.262663272474601,2.633547846862722,2.523898735008927,2.540373665344837,2.6317746753409237,1.7166683805872442,2.8303686208541055,2.3209194283654497,2.3128034696443995,2.1216918421315802,1.7812527180766073,2.5431869020511257,2.9211654807598544,1.5178931766675254,2.5478564298394923,2.968402153720845,1.8417520401164007,2.857543419837529,2.0106071051021686,2.9833188384574694,2.629261288810066,2.373466670648862,2.371833476742153,2.1620102370143326,2.0825466691894023,2.33264012611744,2.2961558244749467,2.5529859473869103,1.012645079456931,1.824049600174656,3.9844203448628726,2.9978663344869334,3.155495535540166
66,2.9870560308183354,3.1585022845817794,3.549345751201938,3.1198911061549577,3.295893901132432,3.6728748723043205,2.4486427737756418,3.3353121922080913,3.4547114913236636,3.553822157812372,2.6183500414317575,2.7579426605199977,3.5609478775791836,3.114574830992365,2.8048666306522936,2.555883088579623,3.9701559717883668,2.4913689090869493,4.001963668088093,4.969904892541424,3.0064954875953904,3.185363267321544,3.4674669695806033,2.9926817769437832,2.0536907199218715,2.7999469879297574,3.0233839155209985,3.21306566390905,3.008497488843271,3.563092283185284,3.2944003057963527,3.9287450589589157,2.957605380722609,3.9863921527636523
67,3.5383693134406733,2.8905410790090205,3.126236554137436,2.434844293033034,3.8831508010142346,3.102859612659989,3.2321625014619664,3.266442254000676,2.757508441321176,3.3730347466694246,2.716517823886253,2.6061290592304283,3.141797991223143,3.620121629658079,2.029016611974188,3.7187756749958556,1.0193830407436184,1.7259452107733424,2.5118374976550015,2.0161448736003966,4.985489530431049,3.7829577968900496,2.5648869177347224,4.08985807953671,3.234702965185653,2.6709921273327337,2.895386519473798,2.369087781218208,2.009790621591691,1.926240757114796,2.522653510853362,4.97544893524081,4.965329957416051,3.9912145971560236
68,2.290917221049758,2.501337332665044,1.9789697512635416,0.8310636659661623,2.3783801009883607,2.3528951221248957,2.0158415498952635,1.845119050915783,2.0435421235154507,2.857642483117952,1.1677556452108266,2.2602333575842946,2.1082710359044716,1.0039899228921942,3.1735010777483526,1.310290966695059,1.0123210829805211,1.0178139452316106,1.8428052673575501,4.971934860837558,2.790868431728179,2.4542690766886963,2.942901771211925,2.4590190471989843,1.2847956208838058,1.6514114568962988,2.6260980995067533,1.0656158773807871,1.9041152293064039,4.9633643035177375,2.6774619462833735,2.99287268447823,1.9004293435018416,1.012305159833417
69,3.712224641326079,3.8726559634452493,3.823759574783719,3.455998368297668,4.017643203521277,4.449539201932156,1.5611150345936822,4.118362330736104,4.110181083768944,4.177840807951969,2.5182468231998674,3.7040857942106733,3.7034121843770693,3.7529048839627124,4.219788461176829,2.5209521204314127,4.961521260508781,4.96511597512847,3.991952021137377,4.982794095696502,2.9997737884181688,4.000544144940423,2.588157404778578,3.0559572670950375,3.4983050781953255,3.3448175479225064,4.2652806171840565,3.5089332748195927,4.65593518872387,4.403713814898836,3.79958785120018,3.303377989150145,3.917957626236002,2.024917206321897
70,4.060106298188482,4.493113064174657,3.8504728989506005,3.34554740612538,4.202465869777341,4.53661135013021,2.2964654966936098,4.260077277621093,4.212305860369232,4.054492275040202,3.2188869868758614,3.840964181837249,5.189423378970279,3.608826594940099,4.287791920032836,3.7963851893622773,3.0155966863301944,3.9785158181204334,4.955296253995113,4.013447029712418,4.00447255940097,3.797551510345671,3.8826286761673443,3.649095571117768,4.191193222195005,4.18576489720949,3.532079592961208,3.7375619894961494,4.046743509728639,4.973628425469766,3.9982787170641374,3.990092600220162,3.013353626694446,4.9951347831843576
71,4.260560165018209,4.048051152378317,4.169557136742579,3.106035880595059,4.448807899746592,3.9432566347537565,2.361834255159067,4.138769211970526,4.044786786797404,4.016249038730167,3.3461392175330014,3.9522856880814987,4.458559129517269,4.526769416595599,3.506566490217083,4.028515599544243,2.0006552793328582,3.998866027918485,3.7106205806337274,2.631345026942186,4.84897352197279,3.6101226481500404,2.748869896275036,3.99342638811099,4.943904908925657,4.184677109003353,3.8368016885791607,3.903614382075399,3.766897071708566,3.0034635712111166,2.7138864512935306,3.000042846948331,3.8785801529604234,3.9951012108943655
72,2.4733798932554967,2.9399240132653186,2.891461162529554,2.364357513231574,3.279305689835652,3.2816887214335613,1.7181607256126301,2.940498632175094,3.206424530418821,3.4728900959358553,1.6969805726671632,2.6931915722840114,2.5633161068434425,1.9924382587104894,3.5148357748067354,2.071857023459737,3.955819841764176,3.0006456147883593,3.0186672834511468,3.9995053062978005,2.004110655428709,2.888135929852079,2.6685348801987003,2.4030159476018245,2.0303660415535774,2.511818900007326,3.091419659757567,2.627230375196318,3.534335205539377,4.963176847543305,2.55754590085133,2.7432562460946763,3.114022685601505,2.2733549899729426
73,1.340161746382106,1.839801592804799,1.215831193075579,1.1223893701344851,1.518426655967302,1.7171235189040894,0.8835109321510479,1.51123313514023,1.2267440349991101,1.5325161924888506,1.562990837892403,1.2710638831176684,1.933294641813215,2.340201980669823,0.9155110812396334,1.5983925321875592,0.9871269557840631,1.6086543849009787,1.760971740061024,2.0142374205910136,2.9762038862367937,1.63972185098962,1.4328562205064639,1.3660172675499749,1.6197344978698407,1.4626911434011647,1.435766220828034,1.086403269134508,1.0087612517516082,1.3000881675873486,2.976832442291003,2.989576157466268,1.0167469221338963,2.540461951317336
74,3.385233099007573,3.5204702107322015,2.891197518505422,2.222565876311274,3.2847598332827443,3.410838654314039,2.9954415137002157,3.0630602434502125,2.854907101704141,3.456107321437018,2.7023276139330523,2.879571283986223,3.7766831728933243,3.1125526313341454,2.931633989916918,2.7664628840533925,1.0318565799379196,1.9933736424612962,2.982699882722848,4.971640362827567,4.994669750310158,3.611086146784403,3.427850940984911,3.7430093256414914,2.7009172891972293,2.760430498447674,3.2244570354200794,2.2142862935298773,2.0087069665190356,3.453502273820312,3.6469387026457674,4.978726709442361,2.549648577242914,3.5727767382317888
75,4.200012904154863,3.730120706974147,4.037979782980125,2.8520090917268925,3.8584122598709243,4.443994768787095,1.9210674297862507,4.125828435398655,3.7662978565984435,3.787041920541213,2.7790415049824446,3.912214802638052,4.753990121969634,4.355517411651336,3.814434403234695,3.7523992803713346,3.9948223755393424,3.42394635837432,4.979612598606227,4.993157095395346,3.885421323605313,4.374405868574661,4.376518981860889,3.4991412468688936,3.702027808768699,3.3437632191894036,3.448936854341493,3.2605642822566736,4.980515063716982,4.181832504696759,4.984545259560378,4.993061786367022,4.308661167596245,4.006576820847741
76,3.1767995939575213,2.829800297573089,3.7795621478544574,3.3523080873381463,3.483141272379767,3.5905768539415397,2.2634903380193845,3.5996649405394985,3.412243715178594,3.212053672572633,2.8579790280835673,2.72299359259775,3.775372191239096,3.95219846262361,2.0865683252642206,3.474076522075828,3.970504006506584,2.5634278216751785,4.246251791695523,2.9031646633062467,3.1129328419637106,3.2641856318818747,3.188860844709723,3.0646701172504205,2.7704093598262705,2.9676034296153304,2.54809228813902,3.5474696289279857,3.3584262522619954,2.0121407390438955,2.9951988466462325,3.999901717201317,3.9886597493833738,4.976679726845728
77,3.7113712129297878,3.1766667168168805,4.036349616530211,2.816390975427753,3.216366536931943,3.642210533737317,2.6462302703073157,3.490554650754525,3.220629568058213,3.310356325341029,3.0020675675844517,2.8592057797346406,4.413286233977314,3.6595308444144874,2.4296073831095897,3.376324438663742,2.9985932434539753,1.0302100252615216,4.966270764203427,4.978298675961885,3.991040711297299,3.1749724719866514,4.797487279790901,3.3798513180129395,2.4909607594477197,2.928662645255845,2.6554320889474936,3.0241120010542755,2.938853788266188,3.0062235791334877,3.990513989594036,5.000499180785322,3.2939186921026633,4.990104493492454
78,2.7081598227681316,2.5365197497525913,2.8258022248132657,1.7574459694681825,3.013379712799028,2.445660055977424,1.9029655635891465,2.7397429301115253,2.468164432552618,2.631792164005813,1.9752214987521188,2.5047564441435646,2.8376870042953715,2.711857286923125,2.4837693346018312,2.808967888832052,1.0093212637473343,2.0041624569334298,1.967693919777652,2.0060045093727465,3.9694231551213304,2.543254980431911,2.4417673436428413,2.85595418173169,3.1082394227025008,2.569505533470385,2.6889664993780427,2.3170554776309755,2.9706178192101755,2.05537557037242,1.0096956909318933,2.880809648011912,2.5382913631844835,2.614920121023524
79,3.9395012576291393,3.954753442329459,4.497860941404096,3.8677830004952947,4.0796288645936585,4.261866538321059,2.7109871838306647,4.127341203132163,4.143354642530739,4.220609077098352,3.416657940579805,3.217488831206458,4.4042623063838775,3.854404004257666,3.177515026688824,3.1487890784403145,3.9758840020263504,2.8395415157097332,4.965071306990561,4.9827828970972,3.987222416815957,3.2616903864738713,3.7523651471637938,3.5797282092536875,3.1591534853604277,3.6979188972712804,3.687823674846298,3.8961134316231427,3.0197494390581214,3.712680902516765,3.5991693954052875,4.0078752723915905,3.5391316974599767,4.548660787029425
80,3.671215931360558,2.540678142157728,4.096723523227933,3.300594213600154,3.2156734837550216,3.512561591892939,2.125273619524066,4.069073899424727,3.2760716620038366,2.7115050669129697,2.2692413223135235,2.459481422442491,3.672554774208556,2.783294888035256,2.6555185297253607,3.8324886204445443,4.967431162563249,1.026967029177556,4.973866866496598,2.020946190603651,2.003199702925146,3.4572618943705953,4.705747196711767,3.102822462764261,2.5936209020897047,2.619928761908249,2.6022119378717363,3.1956682603496933,4.9733615579440125,1.9158228185719706,1.0184022989640462,4.979498472026204,4.983634673478358,4.000714635424373
81,4.161673142666866,3.1931038947008035,4.369880434636644,2.5229209565745285,4.4280295251764965,3.964635703559164,1.9030604671872022,3.8046928222395624,4.033461142341645,4.1356455085966575,2.3353756257259266,4.326283665902656,3.9859765114761414,4.0946903352155966,4.111319708874479,3.438520864023404,3.009124842551645,3.990160083961587,3.487527365188823,3.9783507808968332,3.325943516343482,3.8984995457487663,2.8771767613017434,3.6142305526393974,4.142857170448813,3.4440316206641213,3.5554213527678926,3.6508825948076455,4.965726162476645,4.307848684061169,3.2818755353664977,2.0272462906746522,4.972436562587588,2.5374798243346843
82,3.952151279647879,4.1436172149390575,3.769871595862485,3.309331695126829,4.417471536192015,3.989534862718015,2.801775267383114,4.026659744565866,3.913332253360712,4.177919677646544,3.449394559761288,3.6333553234951426,4.069224267536908,4.234881317459879,3.248823057857217,3.86966312725415,2.00000383406896,3.9843466375948435,3.0314121451430274,3.0102264516895554,4.979558210485194,3.9856462070273664,2.516626362703137,4.076805183078139,4.257177803233495,3.9848474666309337,3.8901358048339447,3.7615455076692665,3.2016289838139853,3.158199480578897,2.640373417724158,3.6174253301216948,3.6488283235956205,3.8964360547033565
83,3.8659399705463975,4.246060398907526,3.5511150128358473,3.320951447527176,4.427894771288156,4.600141369594463,2.4552057592732184,4.199862363210523,3.9929534718458273,4.180360812546764,3.3076893864337995,3.932253329621227,4.722581832581856,4.893870568591418,3.613448338787444,3.9778626374356536,3.145394138993795,4.962374481263731,4.003194277350576,4.007189357749264,4.999965490129145,4.672955183088729,2.920841405839905,3.9133003017711108,4.3008668436360695,3.847367632280544,3.73474844191925,3.6075159856816255,4.001118287930116,3.8414193199756803,4.984778171513406,4.98198699610147,4.000512347696543,4.988300163221127
84,3.3500367485219096,2.7702135132265213,3.031727151148252,2.046161509639959,3.113608534534849,3.8094703705516526,0.8645741194736936,3.2420133200270795,3.168060165723227,3.012209637615592,1.822756017078737,3.693207127784792,3.8730731361847908,3.7809622410622143,3.5149577090529,2.986009460646546,3.81390395434152,3.980820023052882,3.997413247989664,3.989545824861692,2.0261529068141506,3.9761362121375683,3.01640027282407,2.5060662922025423,3.1694856775420455,2.5879138593006488,2.5211405981887087,2.707168650271664,4.973351166803017,3.9621674593051464,4.978693479513103,3.1188231760305336,3.9911916442682305,2.7342028117430037
85,3.451397172149904,3.2568302436561223,3.4274796802169667,2.7566352404087704,3.1577696318277355,3.6508114862682928,2.550436886618047,3.418862574771273,3.1219138755382305,3.3089101011062807,2.673859862179879,2.8549752779615987,3.902284048214066,3.360226326906506,2.8109730570027156,2.8829467651860305,2.9562359319891836,2.0017507579061773,3.9824981011285914,4.971013701603113,3.908697315741016,3.599701498872986,3.9379692735303933,3.367028048199905,2.469194753254976,2.7088797886554516,3.09099070875951,2.7185300287462995,3.068949136151185,3.010219444501704,3.5518874342208484,4.985618444142278,3.0775681996076134,3.769896356558584
86,3.7410260309589187,4.0843483988435345,4.3667478559961745,4.123937693104369,4.478816717427228,4.204087856311017,2.958301008775448,4.4203519710223045,4.544008270815569,4.122219985259661,3.350636452525157,3.5286696502615205,4.611807601856946,3.4979844449663573,3.816078666909324,3.7010445882446388,3.3034586133555495,3.9685280558267726,3.984209532020702,2.9922241122685937,3.9030342876917983,3.453981735632555,3.1415979238948792,3.9371053884052123,4.026693068386545,4.286189092036602,3.7920719139887673,4.599520134621376,3.9887433276555635,3.267373343523292,1.0310557171538641,3.001834254124999,3.001444957533429,4.977658566588419
87,2.9563618332860138,3.241814931154571,3.4954271643672237,2.8277283075449953,3.9591550022602653,3.132728929050175,3.802891720341884,3.1926021424586093,3.3393665830770938,3.9168690107171997,2.7819921565242502,2.6807802445377065,3.058435492280092,2.8518033707309933,2.721862983027107,2.8984423863870683,1.5020272755846305,1.9780848393964725,2.029113015427375,3.9691285232033686,4.9840518073574,3.2290302928211,2.8546735657388287,4.070268497770693,2.5164453993692106,3.006264680574641,3.5409435213692695,3.1213471157568113,2.0398027697800414,2.9993139775488817,1.023777858580008,3.9954881983224335,2.9874028830603128,3.9747456685013036
88,3.706685285207741,3.512498770368465,3.430534749304017,2.2800789772295778,3.80684570290353,3.876064168930039,1.981966034517958,3.6107629336578646,3.202603249726842,3.568221310981188,2.764883446500729,3.601782005241008,4.234427159371386,4.619399834872869,3.0940186846858757,3.7942368927929775,2.478820355643701,3.4202540741020706,3.769778890941064,4.009695540929588,4.979061471060041,4.107079411965017,3.4502640113531013,3.4631165624032416,3.8835226865612427,3.1744447488038663,3.2167198234670122,2.786997777425787,3.9834544310931057,3.468251366034273,4.9745419813664045,4.9918530780251995,4.000924313643233,4.159933436719574
89,3.9779007080714743,3.4149370833002695,3.5232944967183792,2.338414969323473,4.046140680174232,3.729478617299897,2.778567606518133,3.505995883866335,3.164589341455152,4.103987068195948,2.484841722655832,3.323211405290258,3.168454098619345,3.763798094035317,3.2935512544155587,2.9075836332240117,2.252697135961873,2.64575307885234,2.842457263596,4.981744479600782,4.980503288917562,4.260805244378589,2.9783442884131737,3.997105959812089,3.174391336284611,2.6590825117707153,4.018931384449235,2.2763407291701094,3.006335830564114,3.7771225122718275,3.9932983734206537,4.986613907232768,4.974852898542161,2.024603210260074
90,3.142325406142131,2.427239926457122,3.1717590336748063,2.0873578844178677,3.2699567255268582,2.842011481675221,1.817306251153019,3.148770339849094,2.7992540791658853,2.8291679562554095,1.7620871685873973,2.7739038613629585,2.789414019375432,2.708349352231971,2.917227185836038,2.953341739156064,2.324157496995904,2.2691145668783115,2.457439083089837,2.0048920614488845,2.9885291490886177,3.1551791175079424,2.6250906497060735,2.999274946238505,3.099581700082885,2.4605303820430735,2.8861462464124745,2.5005557025585046,3.9679601901975676,2.341825014394659,1.0146692282783647,2.9953151976020904,3.982131041441797,2.0076204282744388
91,3.586815040611909,2.8938482553514104,3.136780766646903,1.9889653597412693,3.6446060225052697,3.4685900155666514,2.0994759835514656,3.1590984434158735,2.9535090653932516,3.5873781633177284,1.981817230748461,3.1971902935244696,2.9866765885330757,3.2728100873797508,3.2063204436927384,2.837796213694855,2.56802331757438,2.639799239288735,2.992969400659619,3.995466481766936,3.459605590802581,3.923116301077223,2.769084611307348,3.347006222028663,2.902401035593717,2.388414412531216,3.2059473783011403,2.145970704373736,3.3576604545701314,3.9874894695358893,3.9882344787168784,3.9904731854912505,4.971767486162583,2.0148845675559026
92,2.4166022102141365,3.3151514840368965,2.9678265998184212,2.7778232464348926,3.142790317234558,2.796755919316776,3.0319027614309992,2.9774732288923205,2.8927916751315377,3.037133260140118,2.9632651610789758,2.1119164224082407,3.481716318571663,2.731327159071401,2.12280199982492,2.870265575365679,1.1302365705212198,1.795804155115389,2.5612379827694802,2.9944680110107913,4.969633386369049,2.3229924871760175,2.9792162648812752,3.245688621205531,2.6152157915724747,3.1447732502754953,2.8653793645908583,2.9848823713569685,1.6338628539207682,2.071715882589652,1.0160375015704806,3.9911866002168965,1.0213301583788865,4.974203718709173
93,3.028079690214228,2.937932815089739,3.27390603453824,2.582128747115553,3.9625617127538053,3.1138969643478704,2.5154184588205335,3.1555395584345747,3.1840645001258756,3.5206109068647553,2.5102671581637224,2.766871231450444,3.1468067093116443,3.2587019309569265,2.548468402499832,3.2103148439679514,1.7491449540356963,2.7742521252933923,2.666215817745455,2.0155191287933567,3.984897713375185,2.9287584751777147,2.0128617260446604,3.3467477345708723,3.314284975704084,3.047530589669813,2.819212462187439,2.9534867480725784,2.386032478033338,2.9829549233592236,2.2903791734647467,2.930778236701986,3.981156626134236,3.9810684702652384
94,2.3275584732372523,2.443389659986889,1.9829514179553358,1.6347641637002484,2.0160114762520402,2.8466275934895617,1.4940240053343996,2.329267195724562,1.9079939304857947,2.128029671215984,2.147410363975438,2.213497842722191,3.3482770418067322,3.5168912902807996,1.5694776923120228,2.5433641240366636,2.071846225721606,1.9634071192401121,3.2737681855323464,3.9897183879178812,3.587833908487176,3.1209000871696753,3.088334060994521,2.250579198211955,1.9398341098668295,1.8673955414646286,1.7877644444436585,1.663208389758716,2.296342431587671,2.0138612686818282,4.9698233225481925,4.97918332631005,2.0128356597953614,3.9894607832282416
95,3.9035159413668743,3.777341994569492,3.0054327077839362,2.605602824799963,3.6061753960418814,4.223734073957931,2.7091097275226463,3.6610673445298647,3.4987829705417828,3.825809354011417,2.5072597831455976,3.628846776343326,3.901908461192521,2.9521107301014693,3.9237962948540064,3.3907721221169935,3.165695443372386,3.037793832183891,3.6244875215798054,4.991005846903999,3.0228475757812885,4.964687382654594,3.969273442509033,3.828218281640448,2.6418735376705333,2.922949354248371,3.343578052375098,2.7605738476882773,4.065447975903347,4.977657719779446,3.9972570747142036,4.984455769639132,4.000805268745292,3.0028944299037743
96,1.1578891122569257,1.3770335932283908,1.3566255036139112,1.7315782328691407,1.216630858290025,1.7234527901881864,1.598664218917296,1.650003664245016,1.5071856627267357,1.0996303635772984,1.416689346109531,0.9222715530243352,2.246539854784839,1.1647475420653814,0.8839229018298973,1.9315903352596022,1.9070935216024802,0.4534506496017873,2.489464139269153,1.2539936773157074,1.0279677596272787,1.6756301266970226,2.4691808703951637,1.5237881164851896,0.6320860800285433,1.3306413462859876,0.5957840427384093,1.662594189983926,1.4789502530045286,0.997403411785302,1.0074239303100336,2.9769313796153165,1.0044830362956723,3.9632720487280877
